consumer	file_id	filename	start	end	text
FrederickK	FrederickK_Activity7ToolsandMaterials_2025-07-03_042614_1	FrederickK_Activity7ToolsandMaterials_2025-07-03_042614_1.mp4	45.08	49.22	And I think we redid it a little bit, like had to make it work.
FrederickK	FrederickK_Activity7ToolsandMaterials_2025-07-03_042614_1	FrederickK_Activity7ToolsandMaterials_2025-07-03_042614_1.mp4	49.3	51.38	But yeah, everything's fine once you get a good level.
FrederickK	FrederickK_Activity7ToolsandMaterials_2025-07-03_042614_1	FrederickK_Activity7ToolsandMaterials_2025-07-03_042614_1.mp4	52.2	53.92	It just takes a little bit of care.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	0.6399999999999983	3.3	As you can imagine, the tools are pretty easy.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	3.52	10.14	A level, although we've had some bad levels, so we've had to invest in a nice level.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	11.72	16.68	And then we used, you know, measuring tape, pencils.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	19.56	24.1	I think we used screws for the hanging, although it could have been nails.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	24.18	27.3	I honestly can't quite remember that.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	27.56	28.9	I think it might just be nails.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	31.119999999999997	33.68	But then that thing just hangs on there.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	36.14	41.7	So, you know, we had to measure from the painting and level it out.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	41.8	43.96	But it marks the screws.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	44.72	49.1	And I think we redid it a little bit, like had to make it work.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	49.2	51.3	But yeah, everything's fine once you get a good level.
FrederickK	FrederickK_Activity7_ToolsandMaterials	FrederickK_Activity7_ToolsandMaterials	52.24	53.76	It just takes a little bit of care.
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	1.71	6.55	Uh, I can't really think of anything. I mean, maybe you could build in a level into the light
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	6.55	13.35	that would, you know, I guess it'd have to be, you have to be pretty insistent on it working
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	13.35	18.31	because then you're opening yourself up to people saying the level was correct. And now the,
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	18.31	27.98	the bar is crooked. You could put it on the top. I'm just wondering if you'd ever look down on it.
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	28.02	32.92	Probably not, but I don't know. I mean, I guess that could be cool and maybe an inexpensive
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	32.92	38.68	thing you could add. But other than that, um, I don't know. I don't know any way to really make
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	38.68	44.28	the measuring easier. That's not like crazy expensive, but maybe a level in the light.
FrederickK	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1	FrederickK_Activity9FutureImprovements_2025-07-03_043026_1.mp4	44.28	45.66	I don't know. Maybe that would sell.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	0.98	3.92	So this is the picture light installation.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	4.16	8.68	It's in our kitchen, which we recently remodeled.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	8.76	12.12	We used to have a bunch of pictures up here without a light.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	12.98	18.7	And then we moved this painting from another part of the house to here
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	18.7	21.28	and then put a picture light over it.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	22.84	24.16	It recharges.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	24.16	25.95	I don't know if you can see.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	27.24	31.82	There's a USB plug there to charge it in.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	31.82	33.18	It has different brightnesses.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	33.26	35.08	This is just the low-level brightness.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	36.58	39.88	So because it's rechargeable, it's not on all the time,
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	39.92	42.56	and we have to kind of step up to turn it on.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	42.9	46.28	But plug-in wasn't an option.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	47.37	50.26	Hard wiring would have been expensive.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	51.32	52.0	I don't know.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	52.06	53.2	Maybe I had to tear up the wall.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	55.34	56.96	So we chose to do.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	57.14	60.14	I mean, it looks cool even when it's not on, so that's good.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	60.62	62.7	It makes everything look a little bit more finished.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	63.16	68.81	It was inexpensive, so if it didn't even work, we could return it,
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	68.89	71.77	or even if we had to take the hit, it wasn't a big deal.
FrederickK	FrederickK_Q1_2025-06-18_065110_1	FrederickK_Q1_2025-06-18_065110_1.mp4	73.88	75.2	But I think it's nice.
GeneK	GeneK_Activity1-Introductions_2025-06-30_124523_1	GeneK_Activity1-Introductions_2025-06-30_124523_1.webm	1.55	7.55	I live in a house with wife and two teenage kids.
GeneK	GeneK_Activity2YourStyleandPhilosophy_2025-06-30_124632_1	GeneK_Activity2YourStyleandPhilosophy_2025-06-30_124632_1.webm	1.71	21.71	We like everything modern, but maybe a mix of modern and traditional. We live in a newer home, house, with a lot of open spaces. We have an open floor plan downstairs, not a lot of walls, high ceilings.
GeneK	GeneK_Activity2YourStyleandPhilosophy_2025-06-30_124632_1	GeneK_Activity2YourStyleandPhilosophy_2025-06-30_124632_1.webm	21.71	34.71	We really like a clean, modern look. Something that may be timeless, that will stand the test of time.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	0.66	13.8	I think what inspired me to take on the original project is that we hired the people to do fireplace mantel and install, well, new mantel.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	13.8	28.78	We also bought a new picture, piece of art, and we realized that we don't have any lights, no can lights, no other type of lights.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	28.86	29.96	There's no light source.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	30.66	46.62	So, as people come in into the living room, we wanted accent lighting to draw attention to the fireplace mantel, as well as the new art that hangs right above it.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	46.94	51.44	And we also hear family photos standing up on the mantel.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	52.18	54.04	So, that was the reason.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	54.2	60.42	We just want to add a light source, something that's not too bright, but immediately draws your attention to that.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	60.66	71.9	And then we've looked for different options, more specifically, hot wire, not hot wired, all these different choices.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	72.22	93.04	And what I didn't want to have is any type of wires hanging on the walls, or also I don't have any ability to create electrical work inside the walls.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	93.06	95.4	I would need to hire an electrician for that.
GeneK	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1	GeneK_Activity3ProjectMotivation_2025-06-30_124952_1.webm	95.5	99.42	So, I didn't want to add all that would add to the cost, and I didn't want to do that.
GeneK	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1.webm	1.49	15.17	I look in magazines, I look online on sites like Amazon, Wayfair, Home Depot, Lowe's,
GeneK	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1.webm	15.17	17.93	just to get some ideas on what's available.
GeneK	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1.webm	17.93	27.55	I think I've looked in some social media sites as well, just to see what possibilities exist
GeneK	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1.webm	27.55	34.63	and what's available, you know, like hot wired, plugged in, battery operated.
GeneK	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1.webm	34.63	42.05	We also went to several stores, IKEA is one, Home Depot and Lowe's in-store, Cosco has
GeneK	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1.webm	42.05	50.61	a selection of lighting, we all went there to look for ideas, inspiration, options and
GeneK	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1	GeneK_Activity4SourcesofInspiration_2025-06-30_125118_1.webm	50.61	51.05	design.
GeneK	GeneK_Activity5LightingChoices_2025-06-30_125644_1	GeneK_Activity5LightingChoices_2025-06-30_125644_1.webm	1.36	22.44	I wanted to understand the options such as hardwire, plug-in, battery-operated, remote control, floor standing, ceiling-mounted, wall-mounted, table stand, spotlight, floodlight, the type of light bulbs it uses.
GeneK	GeneK_Activity5LightingChoices_2025-06-30_125644_1	GeneK_Activity5LightingChoices_2025-06-30_125644_1.webm	23.22	28.62	If this is battery-operated, then you replace the battery or charge the battery.
GeneK	GeneK_Activity5LightingChoices_2025-06-30_125644_1	GeneK_Activity5LightingChoices_2025-06-30_125644_1.webm	28.62	31.66	Can you conceal the wires?
GeneK	GeneK_Activity5LightingChoices_2025-06-30_125644_1	GeneK_Activity5LightingChoices_2025-06-30_125644_1.webm	33.29	44.35	All of those options were important to me as I was making my decision and brainstorming on the project and making final selection.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	1.39	5.15	I don't think I had any unique approach.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	5.69	10.99	I just selected on Amazon the items I want to buy,
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	10.99	20.17	which is battery-operated remote-controlled lights
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	20.17	24.37	that may look like spotlights,
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	24.75	28.37	and they provide accent lighting for the painting.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	28.37	40.68	Everything else, I just had to make a little circular cut in the ceiling,
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	41.12	43.92	and they just inserted light in.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	44.06	45.64	No hot wiring is required,
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	46.16	51.34	and they need to be recharged periodically depending on use.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	51.98	53.02	But right now it's summer.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	53.14	55.78	We didn't use it often as the daylight is long.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	55.78	57.7	In the wintertime, they last.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	57.7	60.48	They last several months before needing to be recharged.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	61.22	66.76	So overall, this was kind of maybe a unique product design,
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	67.44	73.93	something I couldn't find in Lowe's, Home Depot, or other stores
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	73.93	78.45	because it's made to look like it's hot-wired, but it's not.
GeneK	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1	GeneK_Activity6Step-by-StepWalkthrough_2025-06-30_125859_1.webm	78.55	81.71	It's actually battery-operated and remote-controlled.
GeneK	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1.webm	1.23	26.49	No special tools were required except for a pencil and a drywall saw to cut holes in the ceiling. And then they installed and held in place by clips. So nothing else is needed since they are designed to be removable and then you recharge them.
GeneK	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1.webm	26.49	34.71	No other adhesives, screws, nails were required for this particular installation.
GeneK	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1.webm	34.71	43.71	If they were required, actually I'm pretty handy so that would not be a challenge, but then I think that defeats the whole design.
GeneK	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1	GeneK_Activity7ToolsandMaterials_2025-06-30_010022_1.webm	43.71	51.71	Meaning, if this is a rechargeable battery, how do you get to remove them to recharge?
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	1.62	13.22	Well, the challenge was selecting spaces in the ceiling that are symmetrical to a fireplace.
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	14.66	25.44	And since it's first floor, there was no issues cutting little holes in the ceiling for the lights to be inserted.
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	25.44	36.48	But longer term, I have concerns that if I want to replace the slides or I want to change it, then that would require me patching holes in the ceiling.
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	37.22	46.54	However, that's not really a big issue because I save those cutouts and I'm relatively handy.
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	46.72	49.2	I can plaster them in and paint over.
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	50.1	52.84	So that shouldn't be a huge issue.
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	52.84	54.66	But that could be time consuming.
GeneK	GeneK_Activity8PainPoints_2025-06-30_010218_1	GeneK_Activity8PainPoints_2025-06-30_010218_1.webm	54.66	57.68	In the future, if necessary.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	1.219999999999998	13.06	Well, the challenge was selecting spaces in the ceiling that are symmetrical to a fireplace.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	13.84	24.36	And since it's first floor, there was no issues cutting little holes in the ceiling for the
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	24.36	25.3	lights to be inserted.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	25.3	32.0	But longer term, I have concerns that if I want to replace the lights or if I want to
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	32.0	36.34	change it, then that would require me patching holes in the ceiling.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	37.019999999999996	46.34	However, that's not really a big issue because I save those cutouts and I'm relatively handy.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	46.56	49.0	I can plaster them in and paint over.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	50.1	52.68	So that shouldn't be a huge issue.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	52.82	54.54	But that could be time consuming.
GeneK	GeneK_Activity8_PainPoints	GeneK_Activity8_PainPoints	54.54	57.54	In the future, if necessary.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	1.04	3.28	I'm not sure if I would do anything different.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	3.28	12.28	Of course, it's my greatest desire not to do any structural changes to the walls of the house, including our cutting drywall.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	13.04	23.54	But this particular time I did this, but I'm hoping as technology advances and manufacturers able to put, you know,
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	23.54	35.56	bigger batteries in a smaller kind of footprint where you can just stick them to the wall, almost like those 3M holders and hooks,
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	35.56	42.98	and then have removal tape for them to just come off when you're done with that.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	44.56	53.92	Or somehow attach them with clips, but then make parts of them removable.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	53.96	58.96	for recharge, if that's what it is.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	58.96	63.96	But for me, having any kind of wires for plugging or anything else, it's a non-starter.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	63.96	69.96	I would not be happy and I would not want this.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	69.96	78.99	So in the future, I just hope that there's something that just adhesive and sticks to the wall.
GeneK	GeneK_Activity9FutureImprovements_2025-06-30_010407_1	GeneK_Activity9FutureImprovements_2025-06-30_010407_1.webm	78.99	81.99	No drywall cutting required.
GeneK	GeneK_Q1_2025-06-20_045554_1	GeneK_Q1_2025-06-20_045554_1.mov	1.49	30.5	Here are the lights that I installed, picture lights, for this painting over here. They're remotely controlled by this app. And so right now it's daylight, so you can't really see how effective they are, but I can change the temperature and they will highlight this painting that we have on the wall above our fireplace.
GeneK	GeneK_Q1_2025-06-20_045554_1	GeneK_Q1_2025-06-20_045554_1.mov	30.5	46.43	So I've installed two of them and I really like that I can control temperature, remote control, and the battery lasts a really long time. So they attach to the ceiling, but no wiring is required.
MarkR	MarkR_Activity1-Introductions_2025-06-30_113105_1	MarkR_Activity1-Introductions_2025-06-30_113105_1.mov	0.0	3.56	Hi, my name is Mark. I live in Las Vegas, Nevada.
MarkR	MarkR_Activity1-Introductions_2025-06-30_113105_1	MarkR_Activity1-Introductions_2025-06-30_113105_1.mov	4.46	7.78	Recently built a new home and I live here by myself.
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	0.0	6.34	If I had a friend that was doing a similar project, I would say get in early in the process
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	6.34	14.13	to the home as it's being built. Mark the areas that you want to mark for the lighting that you
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	14.13	22.75	want. Maybe even go out and purchase some of the lighting and go into the house and put it up.
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	23.7	27.62	You know, have someone hold it so you can see what it's going to look like. Make sure it fits
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	27.62	35.52	in the space. I did a good job. I have no complaints, but I have that sense of kind of
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	35.52	41.6	design style that helps me to decide what works and what doesn't work. But definitely I would say
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	41.6	47.86	get into the house early enough. Decide where you want your light fixtures, where you want your
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	47.86	55.81	lighting. What kind of message are you trying to get across in each particular space? Decide whether
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	55.81	57.01	you want warm.
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	57.85	67.38	Bright, bright white. That's going to make a huge difference. And then buy some pieces and kind of
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	67.38	74.26	do your best to see what it looks like so you know you've made the right decisions and choices.
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	74.68	80.32	For me, it's an easy process. Again, when you have a sense of design, it makes it easier. But
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	80.8	87.88	again, for a friend, plan. Make sure you know what kind of mood and vibe you want to give.
MarkR	MarkR_Activity10Writealetter_2025-06-30_120240_1	MarkR_Activity10Writealetter_2025-06-30_120240_1.mov	88.3	99.58	Make sure you know what kind of mood and vibe you want to give to that specific space. And try and get in as early as possible so you can get an idea of what it's going to look like before it's final and complete so you can make any alterations and adjustments along the way.
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	0.0	5.0	I would say my design style is very modern, very open.
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	5.6	7.86	I definitely like open space.
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	8.86	13.86	I have a lot of mismatching, unique pieces of furniture.
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	13.86	15.94	And then certainly my lighting
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	15.94	18.38	is a big component of my home.
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	19.84	22.72	I just want to have a comfortable environment,
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	22.72	26.38	but also an environment that doesn't feel cluttered.
MarkR	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1	MarkR_Activity2YourStyleandPhilosophy_2025-06-30_113356_1.mov	26.38	28.56	That's really important and key to me.
MarkR	MarkR_Activity3ProjectMotivation_2025-06-30_113730_1	MarkR_Activity3ProjectMotivation_2025-06-30_113730_1.mov	0.0	2.8	So my goal for lighting is pretty simple.
MarkR	MarkR_Activity3ProjectMotivation_2025-06-30_113730_1	MarkR_Activity3ProjectMotivation_2025-06-30_113730_1.mov	2.8	6.16	I wanted sort of statement pieces.
MarkR	MarkR_Activity3ProjectMotivation_2025-06-30_113730_1	MarkR_Activity3ProjectMotivation_2025-06-30_113730_1.mov	6.16	11.16	You can see behind me, I've got these lights over the island.
