video_id,url,title,brand,views,upload_date,channel,duration_seconds,video_type,sentiment,sentiment_confidence,max_weight_lb,weight_range_lb,damage_free,removable,no_tools_required,heavy_duty,waterproof,permanent,indoor_outdoor,outdoor_rated,pain_points,benefits,use_cases,has_transcript
RZUUmm5voB0,https://www.youtube.com/watch?v=RZUUmm5voB0,The Top 5 Best Double Sided Tape in 2025 - Must Watch Before Buying!,Scotch,138,20250909,Top 5 Best Picks,,general,positive,0.7,,,,True,,True,,True,,True,temperature_sensitive:1,versatile:3|strong_hold:2|easy_installation:1|time_saving:1|rental_friendly:1|value_for_money:1,picture_hanging:2|diy_projects:2|decoration:1|office:1|heavy_items:1,True
l-zOFF_xvWk,https://www.youtube.com/watch?v=l-zOFF_xvWk,Best Double Sided Tape for Heavy Duty Projects,Scotch,135,20241123,Tool Centric,,review,positive,0.85,,,,True,,True,,,,,surface_damage:1,strong_hold:3|easy_installation:2|versatile:2|time_saving:1|rental_friendly:1,picture_hanging:1|diy_projects:1|heavy_items:1,True
iF1Se9C1elk,https://www.youtube.com/watch?v=iF1Se9C1elk,Scotch Extreme Double Sided Tape - 2025,Scotch,59,20250314,TechHawk,,general,positive,0.7,,,,,,,,,,True,,,,True
uUsMFvmIt38,https://www.youtube.com/watch?v=uUsMFvmIt38,Scotch 3M Scotch Extreme Double Sided Tape|| #jiawell #shortvideo #viralvideo,Scotch,22,20250413,jiawell,,review,mixed,0.75,,,,,,,,,,True,temperature_sensitive:1,,tv_mounting:1,True
1uZNleOkXlU,https://www.youtube.com/watch?v=1uZNleOkXlU,The Top 5 Best Permanent Tape in 2025 - Must Watch Before Buying!,Scotch,13,20250812,Top Best Picks,,general,positive,0.7,,,,,,True,,True,,,surface_damage:1,strong_hold:3|value_for_money:1,diy_projects:2|heavy_items:2|picture_hanging:1|acoustic_treatment:1,True
16JMdE-gMVM,https://www.youtube.com/watch?v=16JMdE-gMVM,Best Artificial Baits for Salt Water,3M Claw,12143,20200621,LowCountryFishing,,tutorial|problem|tips,neutral,0.7,,,,,,,,,,,,professional_results:1,picture_hanging:1,True
3f1HcQj2850,https://www.youtube.com/watch?v=3f1HcQj2850,WallClaw Hammer-In Drywall Anchor,3M Claw,6269,20191007,Larry Beaudoin,,comparison,mixed,0.8,125,125,,,True,True,,,,,,easy_installation:1|versatile:1|rental_friendly:1,heavy_items:1,True
ajOVps2P2tE,https://www.youtube.com/watch?v=ajOVps2P2tE,"2025 Swift Carrera 144 Walkround, Review & Comparison with our Elddis CV40",3M Claw,5323,20240920,Van and Country,,review|comparison,positive,0.85,,,,,,,,,,,,easy_installation:1,picture_hanging:1|organization:1|shelving:1|bathroom:1|renter_friendly:1,True
MEg2kZ3Zeqo,https://www.youtube.com/watch?v=MEg2kZ3Zeqo,3M CLAW™ Plasterboard and Drywall Picture Hanger - HERO English Video (POTY),3M Claw,2107,20240410,3M UK & Ireland,,general,negative,0.7,,,,,,,,,,,,strong_hold:1|versatile:1,picture_hanging:1|heavy_items:1,True
iYkwumvD5Ws,https://www.youtube.com/watch?v=iYkwumvD5Ws,3M Claw Heavyweight Drywall Picture Hanger,3M Claw,1847,20201019,The Motley Guy,,general,negative,0.7,45,45,,,,,,,,,,,heavy_items:2|picture_hanging:1|diy_projects:1,True
JtnqrJyFj2U,https://www.youtube.com/watch?v=JtnqrJyFj2U,3M CLAW™ Drywall Picture Hanger vs. Traditional Drywall Anchor.,3M Claw,1637,20241211,3M,,tutorial|comparison,neutral,0.7,65,65,,,True,,,,,,,strong_hold:1|easy_installation:1,heavy_items:2|picture_hanging:1|mirror:1,True
2L7sWqmPm-Y,https://www.youtube.com/watch?v=2L7sWqmPm-Y,Top 5 Best Drywall Anchors Reviews of 2023,3M Claw,312,20230510,Recent Tools,,review,positive,0.85,,,,,,True,,,,,durability_issues:1,strong_hold:1|time_saving:1|value_for_money:1,picture_hanging:2|shelving:1|mirror:1|heavy_items:1,True
